Year,Season,Site,Diam,Occupant,Note,N,survival,GIG,OBT,MC,ELD,BP
2024,Spring,BNC,22,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,22,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,22,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,22,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,23,OBT,NA,1,0,0,1,0,0,0
2024,Spring,BNC,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,BNC,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,BNC,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,BNC,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,24,OBT,NA,1,0,0,1,0,0,0
2024,Spring,BNC,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,25,OBT,NA,1,0,0,1,0,0,0
2024,Spring,BNC,25,MC,NA,1,0,0,0,1,0,0
2024,Spring,BNC,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,BNC,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,BNC,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,27,EU,NA,1,1,0,0,0,0,0
2024,Spring,BNC,27,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,16,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,17,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,18,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,18,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRA,19,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,19,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,21,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,22,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRA,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,23,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRA,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,24,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,25,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,26,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRA,26,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,26,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,26,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRA,26,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,26,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,26,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRA,27,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRA,27,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRA,27,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,11,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,13,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,14,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,14,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,15,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,15,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,16,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRB,16,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRB,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,17,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,17,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,17,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,17,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,18,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,19,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,19,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,19,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRB,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,19,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,19,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,19,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,20,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,20,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,20,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,20,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRB,20,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRB,20,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,20,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,20,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,20,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,20,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,20,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,21,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,21,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRB,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,21,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,21,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,21,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,22,GIG,NA,1,0,1,0,0,0,0
2024,Spring,SRB,22,OBT,NA,1,0,0,1,0,0,0
2024,Spring,SRB,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,22,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,23,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,23,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,24,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,24,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,25,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,25,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,25,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,26,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,26,MC,NA,1,0,0,0,1,0,0
2024,Spring,SRB,26,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,26,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,26,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,26,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,27,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,27,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,27,EU,NA,1,1,0,0,0,0,0
2024,Spring,SRB,27,WP,NA,1,0,0,0,0,0,1
2024,Spring,SRB,27,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,27,CK,NA,1,0,0,0,0,0,1
2024,Spring,SRB,27,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,27,ELD,NA,1,0,0,0,0,1,0
2024,Spring,SRB,28,EU,NA,1,1,0,0,0,0,0
2024,Spring,RNR,12,MC,NA,1,0,0,0,1,0,0
2024,Spring,RNR,13,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,13,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,14,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,15,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,16,MC,NA,1,0,0,0,1,0,0
2024,Spring,RNR,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,16,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,17,EU,NA,1,1,0,0,0,0,0
2024,Spring,RNR,17,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,17,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,18,GIG,NA,1,0,1,0,0,0,0
2024,Spring,RNR,18,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,18,MC,NA,1,0,0,0,1,0,0
2024,Spring,RNR,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,18,ELD,NA,1,0,0,0,0,1,0
2024,Spring,RNR,19,EU,NA,1,1,0,0,0,0,0
2024,Spring,RNR,19,EU,NA,1,1,0,0,0,0,0
2024,Spring,RNR,19,GIG,NA,1,0,1,0,0,0,0
2024,Spring,RNR,19,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,19,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,19,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,19,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,19,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,19,OBT,NA,1,0,0,1,0,0,0
2024,Spring,RNR,19,MC,NA,1,0,0,0,1,0,0
2024,Spring,RNR,19,WP,NA,1,0,0,0,0,0,1
