"Site","Year","Season","Diam","Occupant","Note","N","survival","GIG","OBT","MC","ELD","BP","Host.plant","Site_name","State","Country","Latitude","longitude","Confidence","Collector","collection.notes"
"BNC",2024,"Spring",19,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",20,"MC",NA,1,0,0,0,1,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",20,"MC",NA,1,0,0,0,1,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",16,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",16,"MC",NA,1,0,0,0,1,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",16,"WP",NA,1,0,0,0,0,0,1,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",16,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",16,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",21,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",16,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",19,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
"BNC",2024,"Spring",8,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","McClosky_Eurosta-gall-worksheet-01.pdf","","",40.852874,-77.81425,"","Daniel McClosky","BNC = ""Benner Cemetery"" – the site is an old field surrounding a small cemetery. It is currently managed by the Pennsylvania Game Commission (SGL #333). 

When there were galls with visible tunnels (with shapes consistent with M. convicta), but no beetle larvae, I scored them as ""eld"". In every case like this there wasn't a single large cavity nor very much frass. I have these marked in a spreadsheet on my computer. If I scored this situation incorrectly I can re-submit with the correct score for this condition. This condition was fairly common, occurring in 13 of the galls. Maybe I'm not very good at finding the beetle larvae in their tunnels? I tried! 

Also – All but one Eurosta was in its puparium already. All E. gigantea and M. convicta were larvae. I didn't open any of the precocious puparium-bound E. obtusiventris, but I assume that they were present in whatever form (pupa?) they would normally be in at this date. None of the galls had exit holes, except for a few Eurosta-containing galls. These were just weak openings where the exit passage had been hollowed out to the point that the gall exterior wall was so weak that a small dent or flap constituted an opening. I am confident that in each case like this the Eurosta had not already emerged. 

These were collected 4/21/24, stored outside in a mesh bag, and then measured 4/23/24."
